OUTID;Birth;SEXTYPENAME;REGNAME;AREANAME;TERNAME;REGTYPENAME;TerTypeName;ClassProfileNAME;ClassLangName;EONAME;EOTYPENAME;EORegName;EOAreaName;EOTerName;EOParent;UkrTest;UkrTestStatus;UkrBall100;UkrBall12;UkrBall;UkrAdaptScale;UkrPTName;UkrPTRegName;UkrPTAreaName;UkrPTTerName;histTest;HistLang;histTestStatus;histBall100;histBall12;histBall;histPTName;histPTRegName;histPTAreaName;histPTTerName;mathTest;mathLang;mathTestStatus;mathBall100;mathBall12;mathBall;mathPTName;mathPTRegName;mathPTAreaName;mathPTTerName;physTest;physLang;physTestStatus;physBall100;physBall12;physBall;physPTName;physPTRegName;physPTAreaName;physPTTerName;chemTest;chemLang;chemTestStatus;chemBall100;chemBall12;chemBall;chemPTName;chemPTRegName;chemPTAreaName;chemPTTerName;bioTest;bioLang;bioTestStatus;bioBall100;bioBall12;bioBall;bioPTName;bioPTRegName;bioPTAreaName;bioPTTerName;geoTest;geoLang;geoTestStatus;geoBall100;geoBall12;geoBall;geoPTName;geoPTRegName;geoPTAreaName;geoPTTerName;engTest;engTestStatus;engBall100;engBall12;engDPALevel;engBall;engPTName;engPTRegName;engPTAreaName;engPTTerName;fraTest;fraTestStatus;fraBall100;fraBall12;fraDPALevel;fraBall;fraPTName;fraPTRegName;fraPTAreaName;fraPTTerName;deuTest;deuTestStatus;deuBall100;deuBall12;deuDPALevel;deuBall;deuPTName;deuPTRegName;deuPTAreaName;deuPTTerName;spaTest;spaTestStatus;spaBall100;spaBall12;spaDPALevel;spaBall;spaPTName;spaPTRegName;spaPTAreaName;spaPTTerName;year
13577c49-773e-4b15-96cb-ca55606ee426;2003.0;чоловіча;Львівська область;Сколівський район;с.Козьова;випускник закладу загальної середньої освіти 2020 року;село;Фізико-математичний;українська;Козівський опорний навчальний заклад загальної середньої освіти І -ІІІ ступенів - ліцей імені Михайла Гаврилка при Львівському національному університеті імені Івана Франка Сколівської районної ради Львівської області;середня загальноосвітня школа;Львівська область;Сколівський район;с.Козьова;Відділ освіти Сколівської районної державної адміністрації;Українська мова і література;Не з’явився;;;;0.0;Сколівський заклад загальної середньої освіти І-ІІІ рівнів №3 Сколівської районної ради Львівської області;Львівська область;Сколівський район;м.Сколе;Історія України;українська;Не з’явився;;;;"Опорний навчальний заклад ""Сколівська академічна гімназія при Національному університеті ""Львівська політехніка"" імені Героя України Героя Небесної сотні Олега Ушневича"" Сколівської районної ради Львівської області";Львівська область;Сколівський район;м.Сколе;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Не з’явився;;;;"Державний навчальний заклад ""Вище професійне училище №34 м. Стрий""";Львівська область;м.Стрий;м.Стрий;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
9846331c-b091-4410-b1bf-cabe15be1b19;2002.0;жіноча;Волинська область;Ківерцівський район;смт Цумань;випускник закладу загальної середньої освіти 2020 року;місто;Інший(багатопрофільність);українська;Заклад загальної середньої освіти І-ІІІ ступенів смт Цумань Цуманської селищної ради Волинської області;середня загальноосвітня школа;Волинська область;Ківерцівський район;смт Цумань;Відділ освіти, молоді та спорту Цуманської селищної ради Ківерцівського району Волинської області;Українська мова і література;Не з’явився;;;;0.0;"Опорний заклад освіти ""Заклад загальної середньої освіти I-III ступенів №4 міста Ківерці Волинської області""";Волинська область;Ківерцівський район;м.Ківерці;Історія України;українська;Не з’явився;;;;Загальноосвітня школа І-ІІІ ступеня №3 м. Ківерці Волинської області;Волинська область;Ківерцівський район;м.Ківерці;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Не з’явився;;;;"Комунальний заклад ""Луцький навчально-виховний комплекс №26 Луцької міської ради Волинської області""";Волинська область;м.Луцьк;м.Луцьк;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
64e1e33a-dfaf-43fc-bdec-0d318a593fa5;1980.0;чоловіча;Рівненська область;Рівненська область;м.Рівне;Випускник минулих років;місто;;;;;;;;;Українська мова і література;Не з’явився;;;;0.0;Технічний коледж Національного університету водного господарства та природокористування;Рівненська область;м.Рівне;м.Рівне;Історія України;українська;Не з’явився;;;;Здолбунівська гімназія Здолбунівської районної ради Рівненської області;Рівненська область;Здолбунівський район;м.Здолбунів;Математика;українська;Не з’явився;;;;"Рівненський навчально-виховний комплекс №2 ""Школа-ліцей"" Рівненської міської ради";Рівненська область;м.Рівне;м.Рівне;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
bf1ea97b-b48e-4ff4-a34a-e7469dd6dd2f;2002.0;жіноча;Харківська область;м.Харків;Основ'янський район міста;випускник закладу загальної середньої освіти 2020 року;місто;Історичний;українська;Харківська загальноосвітня школа I-III ступенів № 41 Харківської міської ради Харківської області;середня загальноосвітня школа;Харківська область;м.Харків. Основ'янський район міста;Основ'янський район міста;Управління освіти адміністрації Основ'янського району Харківської міської ради;Українська мова і література;Зараховано;131.0;8.0;43.0;0.0;"Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради";Харківська область;м.Харків. Основ'янський район міста;Основ'янський район міста;Історія України;українська;Зараховано;135.0;7.0;36.0;"Харківський торговельно-економічний інститут Київського національного торговельно-економічного університету (Корпус 2, ""Плетньовський"")";Харківська область;м.Харків. Основ'янський район міста;Основ'янський район міста;Математика;українська;Не подолав поріг;0.0;;6.0;Український державний університет залізничного транспорту (4-й корпус);Харківська область;м.Харків. Основ'янський район міста;Основ'янський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;130.0;6.0;39.0;Харківський національний автомобільно-дорожній університет;Харківська область;м.Харків. Київський район міста;Київський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
228a86da-bf30-4eaa-b518-dde0781e97e7;2003.0;жіноча;Рівненська область;Рокитнівський район;с.Березове;випускник закладу загальної середньої освіти 2020 року;село;Технологічний;українська;"Березівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рокитнівської районної ради Рівненської області";навчально-виховний комплекс;Рівненська область;Рокитнівський район;с.Березове;Відділ освіти Рокитнівської районної державної адміністрації Рівненської області;Українська мова і література;Зараховано;163.0;9.0;67.0;0.0;Рокитнівський навчально-виховний комплекс школа І ступеня-гімназія Рокитнівської районної ради Рівненської області;Рівненська область;Рокитнівський район;смт Рокитне;Історія України;українська;Зараховано;173.0;11.0;63.0;"Опорний загальноосвітній навчальний заклад ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області";Рівненська область;Рокитнівський район;смт Рокитне;Математика;українська;Зараховано;103.0;;10.0;Сарненська гімназія Сарненської районної ради Рівненської області;Рівненська область;Сарненський район;м.Сарни;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;141.0;6.0;44.0;"Опорний загальноосвітній навчальний заклад ""Рокитнівська загальноосвітня школа І-ІІІ ступенів №3"" Рокитнівської районної ради Рівненської області";Рівненська область;Рокитнівський район;смт Рокитне;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
da7af8c4-4bab-4478-86a9-7eda35d68272;2001.0;чоловіча;Кіровоградська область;Долинський район;м.Долинська;Випускник минулих років;місто;;;;;;;;;Українська мова і література;Не подолав поріг;0.0;;14.0;0.0;"Комунальний заклад ""Долинська загальноосвітня школа I-III ступенів № 4 Долинської районної ради""";Кіровоградська область;Долинський район;м.Долинська;Історія України;українська;Не подолав поріг;0.0;;23.0;"Комунальний заклад ""Навчально-виховний комплекс ""Долинська гімназія - загальноосвітня школа I-III ступенів № 3 Долинської районної ради""";Кіровоградська область;Долинський район;м.Долинська;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
b54cab2b-ba32-45f6-83d1-9f039df19f7d;1998.0;жіноча;Полтавська область;м.Полтава;Київський район міста;Випускник минулих років;місто;;;;;;;;;Українська мова і література;Зараховано;142.0;;51.0;0.0;Полтавська гімназія № 13 Полтавської міської ради Полтавської області;Полтавська область;м.Полтава. Київський район міста;Київський район міста;Історія України;українська;Зараховано;129.0;;34.0;"Комунальний заклад ""Полтавська гімназія № 6 Полтавської міської ради Полтавської області""";Полтавська область;м.Полтава. Шевченківський район міста;Шевченківський район міста;;;;;;;;;;;;;;;;;;;;;Хімія;українська;Зараховано;127.0;;25.0;"Національний університет "" Полтавська політехніка імені Юрія Кондратюка "" (Ц-корпус)";Полтавська область;м.Полтава. Шевченківський район міста;Шевченківський район міста;Біологія;українська;Зараховано;138.0;;37.0;"Відокремлений структурний підрозділ Полтавський коледж нафти і газу Національного університету ""Полтавська політехніка імені Юрія Кондратюка""";Полтавська область;м.Полтава. Шевченківський район міста;Шевченківський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
6aba2d1c-d81b-43a2-a0a7-c645618b054c;2003.0;жіноча;Львівська область;Самбірський район;с.Воютичі;випускник закладу загальної середньої освіти 2020 року;село;Універсальний;українська;"Опорний заклад ""Загальної середньої освіти І-ІІІ ступенів імені Ігоря Добровольського Воютицької сільської ради Самбірського району Львівської області""";середня загальноосвітня школа;Львівська область;Самбірський район;с.Воютичі;Відділ соціально-гуманітарної політики Воютицької сільської ради Самбірського району Львівської області;Українська мова і література;Зараховано;184.0;11.0;86.0;0.0;Самбірський технікум економіки та інформатики;Львівська область;м.Самбір;м.Самбір;Історія України;українська;Зараховано;174.0;;64.0;Самбірський технікум економіки та інформатики;Львівська область;м.Самбір;м.Самбір;Математика;українська;Зараховано;170.0;9.0;39.0;Середня школа №1 імені Т.Г.Шевченка м.Самбора;Львівська область;м.Самбір;м.Самбір;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Англійська мова;Зараховано;148.0;8.0;стандарт(академічний);43.0;Середня школа № 10 м.Самбора Львівської області;Львівська область;м.Самбір;м.Самбір;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
bbd03871-7336-4f6b-af16-0c3f09b1183f;2003.0;чоловіча;Житомирська область;Баранівський район;смт Мар'янівка;випускник закладу загальної середньої освіти 2020 року;місто;Української філології;українська;Мар'янівська загальноосвітня школа I-III ступенів;середня загальноосвітня школа;Житомирська область;Баранівський район;смт Мар'янівка;Відділ освіти, культури, у справах сім’ї, молоді та спорту Довбиської селищної ради Баранівського району Житомирської області;Українська мова і література;Зараховано;110.0;5.0;29.0;0.0;Новоград-Волинська загальноосвітня школа І-ІІІ ступенів №6 Житомирської області;Житомирська область;м.Новоград-Волинський;м.Новоград-Волинський;Історія України;українська;Зараховано;135.0;9.0;36.0;Ліцей №4 міста Новограда-Волинського Житомирської області;Житомирська область;м.Новоград-Волинський;м.Новоград-Волинський;Математика;українська;Зараховано;114.0;;13.0;Ліцей №1 імені Лесі Українки міста Новограда-Волинського Житомирської області;Житомирська область;м.Новоград-Волинський;м.Новоград-Волинський;Фізика;українська;Зараховано;120.0;5.0;18.0;Ліцей №2 м.Житомира;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
1d8dc001-47d0-4c0a-b2c2-3ebddb332eb6;1999.0;жіноча;Київська область;Броварський район;с.Погреби;Випускник минулих років;село;;;;;;;;;Українська мова і література;Зараховано;131.0;;43.0;0.0;Броварський навчально-виховний комплекс Броварської міської ради Київської області;Київська область;м.Бровари;м.Бровари;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
79653fcf-58d1-4c63-9144-7cd1df155a65;2002.0;жіноча;Житомирська область;м.Житомир;Корольовський район міста;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Житомирський автомобільно-дорожній коледж Національного транспортного університету;заклад вищої освіти;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;Міністерство освіти і науки України;Українська мова і література;Не з’явився;;;;0.0;Загальноосвітня школа І-ІІІ ступенів № 7 імені В.В. Бражевського;Житомирська область;м.Житомир. Богунський район міста;Богунський район міста;Історія України;українська;Не з’явився;;;;Житомирський агротехнічний коледж;Житомирська область;м.Житомир. Богунський район міста;Богунський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Не з’явився;;;;Загальноосвітня школа I-III ступенів №19 м. Житомира;Житомирська область;м.Житомир. Богунський район міста;Богунський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
d5d6c256-0e02-452d-aeaa-785bcafe227d;2003.0;чоловіча;Кіровоградська область;Новоархангельський район;с.Надлак;випускник закладу загальної середньої освіти 2020 року;село;Української філології;українська;Надлацьке навчально - виховне об'єднання Новоархангельської районної ради Кіровоградської області;навчально-виховне об'єднання;Кіровоградська область;Новоархангельський район;с.Надлак;Відділ освіти, молоді та спорту Новоархангельської районної державної адміністрації;Українська мова і література;Зараховано;104.0;3.0;25.0;0.0;Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області;Кіровоградська область;Новоукраїнський район;м.Новоукраїнка;Історія України;українська;Не подолав поріг;0.0;4.0;16.0;Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області;Кіровоградська область;Новоукраїнський район;м.Новоукраїнка;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;126.0;5.0;37.0;"Філія ""Загальноосвітня школа №3"" Новоукраїнської загальноосвітньої школи І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області";Кіровоградська область;Новоукраїнський район;м.Новоукраїнка;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
7d160653-3196-463a-945e-3e46238c2186;1999.0;жіноча;Дніпропетровська область;м.Дніпро;Самарський район міста;Випускник минулих років;місто;;;;;;;;;Українська мова і література;Зараховано;144.0;;52.0;0.0;"Комунальний заклад освіти ""Навчально-виховний комплекс № 57 ""загальноосвітній навчальний заклад І ступеня - гімназія"" Дніпровської міської ради";Дніпропетровська область;м.Дніпро. Амур-Нижньодніпровський район міста;Амур-Нижньодніпровський район міста;Історія України;українська;Зараховано;113.0;;29.0;"Державний навчальний заклад ""Дніпровський транспортно-економічний коледж""";Дніпропетровська область;м.Дніпро. Соборний район міста;Соборний район міста;Математика;українська;Зараховано;107.0;;11.0;"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури"" (корпус на вул. Паторжинського)";Дніпропетровська область;м.Дніпро. Соборний район міста;Соборний район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
cc8cb6e7-04ea-43d3-9164-685bb8eab62b;2002.0;жіноча;Львівська область;Пустомитівський район;с.Підбірці;Випускник минулих років;село;;;;;;;;;;;;;;0.0;;;;;Історія України;українська;Зараховано;149.0;;43.0;Ліцей №70 Львівської міської ради;Львівська область;м.Львів. Личаківський район міста;Личаківський район міста;Математика;українська;Зараховано;110.0;;12.0;"Державний професійно-технічний навчальний заклад ""Міжрегіональне вище професійне училище автомобільного транспорту та будівництва м. Львова""";Львівська область;м.Львів. Франківський район міста;Франківський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
82045b28-18cd-4832-b3f3-d7a2e945bc50;2002.0;чоловіча;Кіровоградська область;Маловисківський район;с.Хмельове;випускник закладу загальної середньої освіти 2020 року;село;Екологічний;українська;Хмелівське навчально-виховне об'єднання Маловисківської районної ради Кіровоградської області;навчально-виховне об'єднання;Кіровоградська область;Маловисківський район;с.Хмельове;Відділ освіти, молоді та спорту Маловисківської районної державної адміністрації;Українська мова і література;Не з’явився;;;;0.0;"Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа І-ІІІ ступенів № 3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області";Кіровоградська область;Новомиргородський район;м.Новомиргород;Історія України;українська;Не з’явився;;;;"Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа І-ІІІ ступенів № 3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області";Кіровоградська область;Новомиргородський район;м.Новомиргород;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Не з’явився;;;;Центральноукраїнський державний педагогічний університет імені Володимира Винниченка;Кіровоградська область;м.Кропивницький. Фортечний район міста;Фортечний район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
abbb939c-cebc-4b1a-8cb3-f4073f42c758;2003.0;чоловіча;Полтавська область;Глобинський район;смт Градизьк;випускник закладу загальної середньої освіти 2020 року;місто;Фізико-математичний;українська;Градизька гімназія імені Героя України Олександра Білаша Глобинської районної ради Полтавської області;гімназія;Полтавська область;Глобинський район;смт Градизьк;Відділ освіти, сім'ї та молоді Глобинської райдержадміністрації Полтавської області;Українська мова і література;Зараховано;150.0;8.0;57.0;0.0;Кременчуцький ліцей № 6 «Правобережний» Кременчуцької міської ради Полтавської області;Полтавська область;м.Кременчук. Крюківський район міста;Крюківський район міста;Історія України;українська;Зараховано;165.0;9.0;55.0;Кременчуцький ліцей № 5 імені Т. Г. Шевченка Кременчуцької міської ради Полтавської області;Полтавська область;м.Кременчук. Автозаводський район міста;Автозаводський район міста;Математика;українська;Зараховано;121.0;;15.0;Кременчуцька загальноосвітня школа І-ІІІ ступенів № 8 Кременчуцької міської ради Полтавської області;Полтавська область;м.Кременчук. Автозаводський район міста;Автозаводський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;147.0;7.0;47.0;Кременчуцький ліцей № 17 «Вибір» імені М.Г. Неленя Кременчуцької міської ради Полтавської області;Полтавська область;м.Кременчук. Автозаводський район міста;Автозаводський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
b956fb1c-a868-4d98-b4ba-ce34ef8dc77a;2003.0;чоловіча;Закарпатська область;Тячівський район;смт Усть-Чорна;випускник закладу загальної середньої освіти 2020 року;місто;Української філології;українська;Усть-Чорнянська загальноосвітня школа І-ІІІ ступенів Усть-Чорнянської селищної ради Тячівського району Закарпатської області;середня загальноосвітня школа;Закарпатська область;Тячівський район;смт Усть-Чорна;Управління освіти Тячівської районної державної адміністрації;Українська мова і література;Не з’явився;;;;0.0;Солотвинська загальноосвітня школа І-ІІІ ступенів №1 Солотвинської селищної ради Тячівського району Закарпатської області;Закарпатська область;Тячівський район;смт Солотвино;Історія України;українська;Не з’явився;;;;Тячівська загальноосвітня школа І-ІІІ ступенів №1 імені В.Гренджі-Донського Тячівської міської ради Закарпатської області;Закарпатська область;Тячівський район;м.Тячів;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Не з’явився;;;;Буштинська загальноосвітня школа І-ІІІ ступенів Буштинської селищної ради Тячівського району Закарпатської області;Закарпатська область;Тячівський район;смт Буштино;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
d7824e48-ccd1-44b8-805d-fd77a80c833d;2002.0;жіноча;Херсонська область;Скадовський район;с-ще Антонівка;Студент закладу вищої освіти;село;Молодший спеціаліст;українська;"Скадовський технікум Державного вищого навчального закладу ""Херсонський державний аграрний університет""";заклад вищої освіти;Херсонська область;Скадовський район;с-ще Антонівка;Міністерство освіти і науки України;Українська мова і література;Не з’явився;;;;0.0;Голопристанська спеціалізована школа I-III ступенів з поглибленим вивченням предметів філологічного та природничо-математичного циклів Голопристанської міської ради Херсонської області;Херсонська область;м.Гола Пристань;м.Гола Пристань;Історія України;українська;Не з’явився;;;;Голопристанська спеціалізована школа I-III ступенів з поглибленим вивченням предметів філологічного та природничо-математичного циклів Голопристанської міської ради Херсонської області;Херсонська область;м.Гола Пристань;м.Гола Пристань;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Не з’явився;;;;"Комунальний заклад ""Олешківська гімназія"" Олешківської районної ради Херсонської області";Херсонська область;Олешківський район;м.Олешки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
194ab5ec-daa3-41b3-9b8a-0b089564c915;2001.0;жіноча;Івано-Франківська область;Надвірнянський район;с.Заріччя;Випускник минулих років;село;;;;;;;;;Українська мова і література;Зараховано;135.0;;46.0;0.0;Івано-Франківський державний коледж технологій та бізнесу;Івано-Франківська область;м.Івано-Франківськ;м.Івано-Франківськ;Історія України;українська;Зараховано;126.0;;33.0;Ліцей №24 Івано-Франківської міської ради;Івано-Франківська область;м.Івано-Франківськ;м.Івано-Франківськ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;105.0;;27.0;Ліцей №19 Івано-Франківської міської ради;Івано-Франківська область;м.Івано-Франківськ;м.Івано-Франківськ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
cb0668d7-d843-48f5-9fdf-15a5c678406b;2001.0;жіноча;Закарпатська область;Міжгірський район;смт Міжгір'я;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Міжгірський медичний коледж;заклад вищої освіти;Закарпатська область;Міжгірський район;смт Міжгір'я;Департамент освіти і науки Закарпатської обласної державної адміністрації;Українська мова і література;Зараховано;141.0;8.0;50.0;0.0;Міжгірська спеціалізована загальноосвітня школа І-ІІІ ступенів з поглибленим вивченням окремих предметів імені Августина Волошина Міжгірської районної ради Закарпатської області;Закарпатська область;Міжгірський район;смт Міжгір'я;Історія України;українська;Не подолав поріг;0.0;;22.0;Міжгірська спеціалізована загальноосвітня школа І-ІІІ ступенів з поглибленим вивченням окремих предметів імені Августина Волошина Міжгірської районної ради Закарпатської області;Закарпатська область;Міжгірський район;смт Міжгір'я;Математика;українська;Зараховано;107.0;4.0;11.0;Мукачівський ліцей №11 Мукачівської міської ради Закарпатської області;Закарпатська область;м.Мукачево;м.Мукачево;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Зараховано;130.0;6.0;34.0;Свалявська загальноосвітня школа І-ІІІ ступенів №1 Свалявської районної ради Закарпатської області;Закарпатська область;Свалявський район;м.Свалява;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
ed5705ff-e0b0-4302-b866-0e7c51fc60db;2002.0;чоловіча;Чернівецька область;Кіцманський район;с.Киселів;випускник закладу загальної середньої освіти 2020 року;село;Інший(багатопрофільність);українська;Киселівський опорний загальноосвітній навчальний заклад І-ІІІ ступенів Киселівської сільської ради Кіцманського району Чернівецької області;середня загальноосвітня школа;Чернівецька область;Кіцманський район;с.Киселів;Відділ освіти, молоді та спорту Кіцманської районної державної адміністрації;Українська мова і література;Не з’явився;;;;0.0;Кіцманський заклад загальної середньої освіти І-ІІІ ступенів Кіцманської міської ради Кіцманського району Чернівецької області;Чернівецька область;Кіцманський район;м.Кіцмань;Історія України;українська;Не з’явився;;;;Кіцманський заклад загальної середньої освіти І-ІІІ ступенів Кіцманської міської ради Кіцманського району Чернівецької області;Чернівецька область;Кіцманський район;м.Кіцмань;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Не з’явився;;;;Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради;Чернівецька область;м.Чернівці. Першотравневий район міста;Першотравневий район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
53bdfe4d-58dd-42e3-8c55-3b10910997be;2003.0;чоловіча;Житомирська область;м.Житомир;Корольовський район міста;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Житомирське музичне училище ім. В.С. Косенка Житомирської обласної ради;заклад вищої освіти;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;Управління освіти і науки Житомирської обласної державної адміністрації;Українська мова і література;Зараховано;106.0;5.0;26.0;0.0;Ліцей №25 м.Житомира;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;Історія України;українська;Зараховано;135.0;6.0;36.0;Житомирська міська гуманітарна гімназія №23 ім. М. Очерета;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Зараховано;116.0;5.0;29.0;Житомирська загальноосвітня школа I-III ступенів №33;Житомирська область;м.Житомир. Корольовський район міста;Корольовський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
965b03c4-6144-49d4-91a1-4669476ad964;2003.0;жіноча;Харківська область;м.Харків;Індустріальний район міста;випускник закладу загальної середньої освіти 2020 року;місто;Іноземної філології;українська;Харківська спеціалізована школа I-III ступенів № 119 Харківської міської ради Харківської області;спеціалізована школа;Харківська область;м.Харків. Індустріальний район міста;Індустріальний район міста;Управління освіти адміністрації Індустріального району Харківської міської ради;Українська мова і література;Зараховано;186.0;11.0;88.0;0.0;Харківська загальноосвітня школа I-III ступенів № 88 ім. О.Г. Зубарева Харківської міської ради Харківської області;Харківська область;м.Харків. Індустріальний район міста;Індустріальний район міста;Історія України;українська;Зараховано;183.0;11.0;73.0;Центр професійно-технічної освіти №1 м.Харкова;Харківська область;м.Харків. Індустріальний район міста;Індустріальний район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;186.0;;74.0;Харківський машинобудівний коледж;Харківська область;м.Харків. Індустріальний район міста;Індустріальний район міста;Англійська мова;Зараховано;163.0;9.0;профільний;51.0;Харківська загальноосвітня школа I-III ступенів № 5 Харківської міської ради Харківської області;Харківська область;м.Харків. Київський район міста;Київський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020
