OUTID;Birth;SEXTYPENAME;REGNAME;AREANAME;TERNAME;REGTYPENAME;TerTypeName;ClassProfileNAME;ClassLangName;EONAME;EOTYPENAME;EORegName;EOAreaName;EOTerName;EOParent;UkrTest;UkrTestStatus;UkrBall100;UkrBall12;UkrBall;UkrAdaptScale;UkrPTName;UkrPTRegName;UkrPTAreaName;UkrPTTerName;histTest;HistLang;histTestStatus;histBall100;histBall12;histBall;histPTName;histPTRegName;histPTAreaName;histPTTerName;mathTest;mathLang;mathTestStatus;mathBall100;mathBall12;mathBall;mathPTName;mathPTRegName;mathPTAreaName;mathPTTerName;physTest;physLang;physTestStatus;physBall100;physBall12;physBall;physPTName;physPTRegName;physPTAreaName;physPTTerName;chemTest;chemLang;chemTestStatus;chemBall100;chemBall12;chemBall;chemPTName;chemPTRegName;chemPTAreaName;chemPTTerName;bioTest;bioLang;bioTestStatus;bioBall100;bioBall12;bioBall;bioPTName;bioPTRegName;bioPTAreaName;bioPTTerName;geoTest;geoLang;geoTestStatus;geoBall100;geoBall12;geoBall;geoPTName;geoPTRegName;geoPTAreaName;geoPTTerName;engTest;engTestStatus;engBall100;engBall12;engDPALevel;engBall;engPTName;engPTRegName;engPTAreaName;engPTTerName;fraTest;fraTestStatus;fraBall100;fraBall12;fraDPALevel;fraBall;fraPTName;fraPTRegName;fraPTAreaName;fraPTTerName;deuTest;deuTestStatus;deuBall100;deuBall12;deuDPALevel;deuBall;deuPTName;deuPTRegName;deuPTAreaName;deuPTTerName;spaTest;spaTestStatus;spaBall100;spaBall12;spaDPALevel;spaBall;spaPTName;spaPTRegName;spaPTAreaName;spaPTTerName;year
afb32f61-5ef9-494a-b4cc-5fd59c32d0ea;2002.0;жіноча;Дніпропетровська область;Верхньодніпровський район;с.Пушкарівка;Випускник закладу загальної середньої освіти 2019 року;село;Історичний;українська;"Комунальний заклад ""Пушкарівська середня загальноосвітня школа І-ІІІ ступенів"" Верхньодніпровської районної ради Дніпропетровської області""";середня загальноосвітня школа;Дніпропетровська область;Верхньодніпровський район;с.Пушкарівка;Відділ освіти Верхньодніпровської райдержадміністрації;Українська мова і література;Зараховано;197.0;12.0;99.0;0.0;"Комунальний заклад ""Навчально-виховний комплекс № 37"" Кам'янської міської ради";Дніпропетровська область;м.Кам'янське. Південний район міста;Південний район міста;Історія України;українська;Зараховано;195.0;12.0;87.0;"Комунальний заклад ""Навчально-виховний комплекс № 37"" Кам'янської міської ради";Дніпропетровська область;м.Кам'янське. Південний район міста;Південний район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Англійська мова;Зараховано;191.0;11.0;стандарт(академічний);65.0;"Комунальний заклад ""Спеціалізована школа з поглибленим вивченням іноземних мов І ступеня - колегіум № 16"" Кам'янської міської ради";Дніпропетровська область;м.Кам'янське. Заводський район міста;Заводський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
e25070fc-0bf7-4bdd-8e5c-ba081c277188;2002.0;чоловіча;Рівненська область;Рівненська область;м.Вараш;Випускник закладу загальної середньої освіти 2019 року;місто;Універсальний;українська;Вараська загальноосвітня школа І-ІІІ ступенів №2 Вараської міської ради Рівненської області;середня загальноосвітня школа;Рівненська область;м.Вараш;м.Вараш;Управління освіти виконавчого комітету Вараської міської ради Рівненської області;Українська мова і література;Зараховано;138.0;7.0;45.0;0.0;Вараська загальноосвітня школа І-ІІІ ступенів №1 Вараської міської ради Рівненської області;Рівненська область;м.Вараш;м.Вараш;;;;;;;;;;;Математика;українська;Зараховано;125.0;6.0;19.0;Вараська загальноосвітня школа І-ІІІ ступенів №4 Вараської міської ради Рівненської області;Рівненська область;м.Вараш;м.Вараш;Фізика;українська;Зараховано;141.0;7.0;24.0;Сарненський ліцей №2 Сарненської районної ради Рівненської області;Рівненська область;Сарненський район;м.Сарни;;;;;;;;;;;;;;;;;;;;;Географія;українська;Зараховано;152.0;;52.0;Володимирецький районний колегіум Володимирецького району Рівненської області;Рівненська область;Володимирецький район;смт Володимирець;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
d573b63f-9af9-46c8-9246-581d1c5ed27c;2001.0;чоловіча;Запорізька область;Більмацький район;с.Сміле;Випускник минулих років;село;;;;;;;;;Українська мова і література;Не з’явився;;;;0.0;"Оріхівська філія № 3 КЗ ""Опорний заклад загальної середньої освіти ""Сузір'я"" Оріхівської міської ради";Запорізька область;Оріхівський район;м.Оріхів;Історія України;українська;Не з’явився;;;;"Оріхівська філія № 3 КЗ ""Опорний заклад загальної середньої освіти ""Сузір'я"" Оріхівської міської ради";Запорізька область;Оріхівський район;м.Оріхів;Математика;українська;Не з’явився;;;;"Комунальний заклад ""Опорний заклад загальної середньої освіти ""Сузір'я"" Оріхівської міської ради";Запорізька область;Оріхівський район;м.Оріхів;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Не з’явився;;;;"Комунальна установа ""Пологівська спеціалізована різнопрофільна школа І-ІІІ ступенів № 2"" Пологівської районної ради Запорізької області";Запорізька область;Пологівський район;м.Пологи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
42be40ad-ad27-4d8a-91be-45b8da6fe8c6;2002.0;жіноча;Донецька область;Донецька область;м.Костянтинівка;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Комунальний заклад «Костянтинівський медичний коледж»;заклад вищої освіти;Донецька область;м.Костянтинівка;м.Костянтинівка;Департамент освіти і науки Донецької обласної державної адміністрації;Українська мова і література;Зараховано;120.0;5.0;34.0;0.0;Костянтинівська загальноосвітня школа I-III ступенів № 15 Костянтинівської міської ради Донецької області;Донецька область;м.Костянтинівка;м.Костянтинівка;Історія України;українська;Не подолав поріг;0.0;4.0;26.0;Костянтинівський заклад загальної середньої освіти І - ІІІ ступенів № 1;Донецька область;м.Костянтинівка;м.Костянтинівка;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
4495b228-b7f5-4149-8b47-7fbe4331845b;2002.0;жіноча;Хмельницька область;Хмельницька область;м.Хмельницький;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Хмельницький торговельно-економічний коледж Київського національного торговельно-економічного університету;заклад вищої освіти;Хмельницька область;м.Хмельницький;м.Хмельницький;Департамент освіти і науки Хмельницької обласної державної адміністрації;Українська мова і література;Зараховано;120.0;6.0;34.0;0.0;Спеціалізована загальноосвітня школа I-III ступенів №8 м. Хмельницького;Хмельницька область;м.Хмельницький;м.Хмельницький;Історія України;українська;Зараховано;138.0;8.0;41.0;Хмельницький університет управління та права. Факультет управління та економіки;Хмельницька область;м.Хмельницький;м.Хмельницький;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
b7e65b3b-dfda-4a34-97c5-32c2d305b6dc;2001.0;жіноча;Хмельницька область;Хмельницька область;м.Хмельницький;Учень (слухач) закладу професійної (професійно-технічної) освіти;місто;Кваліфікований робітник;українська;Хмельницький професійний ліцей;професійний ліцей відповідного профілю;Хмельницька область;м.Хмельницький;м.Хмельницький;Департамент освіти і науки Хмельницької обласної державної адміністрації;Українська мова і література;Не подолав поріг;0.0;3.0;13.0;0.0;Хмельницька середня загальноосвітня школа №18 I-III ступенів ім. В.Чорновола;Хмельницька область;м.Хмельницький;м.Хмельницький;Історія України;українська;Не подолав поріг;0.0;5.0;15.0;Хмельницький університет управління та права. Юридичний факультет;Хмельницька область;м.Хмельницький;м.Хмельницький;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
716dadd2-5471-48e3-8cd9-a677384581dc;2001.0;жіноча;Харківська область;м.Харків;Слобідський район міста;Учень (слухач) закладу професійної (професійно-технічної) освіти;місто;Кваліфікований робітник;українська;"Державний навчальний заклад ""Харківське вище професійне училище № 6""";вище професійне училище;Харківська область;м.Харків. Слобідський район міста;Слобідський район міста;Міністерство освіти і науки України;Українська мова і література;Зараховано;104.0;4.0;25.0;0.0;Харківський державний університет харчування і торгівлі;Харківська область;м.Харків. Шевченківський район міста;Шевченківський район міста;Історія України;російська;Не подолав поріг;0.0;5.0;25.0;"Національний аерокосмічний університет імені М.Є Жуковського ""Харківський авіаційний інститут"" ( Корпус №2)";Харківська область;м.Харків. Київський район міста;Київський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
aa615c72-bd8b-406e-8f6e-8968f2c1b2c7;2002.0;жіноча;Полтавська область;м.Полтава;Шевченківський район міста;Студент закладу вищої освіти;місто;Молодший спеціаліст;українська;Коледж управління, економіки і права Полтавської державної аграрної академії;заклад вищої освіти;Полтавська область;м.Полтава. Шевченківський район міста;Шевченківський район міста;Міністерство освіти і науки України;Українська мова і література;Зараховано;160.0;8.0;62.0;0.0;"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 28 Полтавської міської ради Полтавської області""";Полтавська область;м.Полтава. Шевченківський район міста;Шевченківський район міста;Історія України;українська;Зараховано;149.0;7.0;46.0;"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 2 Полтавської міської ради Полтавської області""";Полтавська область;м.Полтава. Подільський район міста;Подільський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
e793df67-752f-4e40-ac67-cd3dadbd1738;2002.0;чоловіча;Закарпатська область;Закарпатська область;м.Мукачево;Випускник закладу загальної середньої освіти 2019 року;місто;Універсальний;українська;Мукачівська загальноосвітня школа І-ІІІ ступенів № 1 ім. О. С. Пушкіна виконавчого комітету Мукачівської міської ради Закарпатської області;середня загальноосвітня школа;Закарпатська область;м.Мукачево;м.Мукачево;Управління освіти, молоді та спорту виконавчого комітету Мукачівської міської ради;Українська мова і література;Зараховано;145.0;7.0;50.0;0.0;Мукачівська загальноосвітня школа І-ІІІ ступенів № 20 ім. О. Духновича Мукачівської міської ради Закарпатської області;Закарпатська область;м.Мукачево;м.Мукачево;Історія України;українська;Зараховано;138.0;8.0;41.0;Мукачівська загальноосвітня школа І-ІІІ ступенів № 1 ім. О. С. Пушкіна виконавчого комітету Мукачівської міської ради Закарпатської області;Закарпатська область;м.Мукачево;м.Мукачево;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Англійська мова;Зараховано;177.0;10.0;стандарт(академічний);57.0;"Мукачівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" № 11 Мукачівської міської ради Закарпатської області";Закарпатська область;м.Мукачево;м.Мукачево;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
08419cf6-49bc-42ae-8262-70d1022d4bd4;2001.0;чоловіча;Чернігівська область;м.Чернігів;Новозаводський район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Правовий;українська;Чернігівська загальноосвітня школа I-III ступенів № 13 Чернігівської міської ради Чернігівської області;середня загальноосвітня школа;Чернігівська область;м.Чернігів. Новозаводський район міста;Новозаводський район міста;Управління освіти Чернігівської міської ради;Українська мова і література;Зараховано;111.0;4.0;29.0;0.0;Чернігівський колегіум № 11 Чернігівської міської ради Чернігівської області;Чернігівська область;м.Чернігів. Деснянський район міста;Деснянський район міста;;;;;;;;;;;Математика;українська;Зараховано;119.0;5.0;17.0;Ліцей №15 м.Чернігів;Чернігівська область;м.Чернігів. Новозаводський район міста;Новозаводський район міста;Фізика;українська;Зараховано;124.0;6.0;19.0;Чернігівська загальноосвітня школа I-III ступенів № 33 Чернігівської міської ради Чернігівської області;Чернігівська область;м.Чернігів. Деснянський район міста;Деснянський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
fc00d6ec-9726-4842-95bb-058144e7bb96;2002.0;чоловіча;Харківська область;м.Харків;Московський район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Інформаційно-технологічний;українська;Харківська загальноосвітня школа I-III ступенів № 138 Харківської міської ради Харківської області;середня загальноосвітня школа;Харківська область;м.Харків. Московський район міста;Московський район міста;Управління освіти адміністрації Московського району Харківської міської ради;Українська мова і література;Зараховано;149.0;7.0;53.0;0.0;"Державний професійно-технічний навчальний заклад ""Харківське вище професійне училище будівництва""";Харківська область;м.Харків. Московський район міста;Московський район міста;;;;;;;;;;;Математика;українська;Зараховано;151.0;7.0;30.0;Харківський національний університет Повітряних Сил імені Івана Кожедуба;Харківська область;м.Харків. Шевченківський район міста;Шевченківський район міста;;;;;;;;;;;;;;;;;;;;;Біологія;українська;Зараховано;170.0;;54.0;"Національний аерокосмічний університет імені М.Є Жуковського ""Харківський авіаційний інститут"" ( Корпус №2)";Харківська область;м.Харків. Київський район міста;Київський район міста;;;;;;;;;;;Англійська мова;Зараховано;146.0;8.0;стандарт(академічний);42.0;Харківська загальноосвітня школа I-III ступенів № 5 Харківської міської ради Харківської області;Харківська область;м.Харків. Київський район міста;Київський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
d66a3e51-438c-41c1-871f-43eaabd8a3c5;2002.0;чоловіча;м.Київ;м.Київ;Деснянський район міста;Випускник закладу загальної середньої освіти 2019 року;місто;Іноземної філології;українська;Спеціалізована школа І-ІІІ ступенів № 152 з поглибленим вивченням англійської мови Деснянського району міста Києва;спеціалізована школа;м.Київ;м.Київ. Деснянський район міста;Деснянський район міста;Управління освіти Деснянської районної в місті Києві державної адміністрації;Українська мова і література;Зараховано;115.0;5.0;31.0;0.0;Спеціалізована школа І-ІІІ ступенів № 264 з поглибленим вивченням англійської мови Деснянського району міста Києва;м.Київ;м.Київ. Деснянський район міста;Деснянський район міста;Історія України;українська;Зараховано;130.0;8.0;38.0;Спеціалізована школа І-ІІІ ступенів № 264 з поглибленим вивченням англійської мови Деснянського району міста Києва;м.Київ;м.Київ. Деснянський район міста;Деснянський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Англійська мова;Зараховано;140.0;7.0;профільний;39.0;Школа І-ІІІ ступенів № 238 Деснянського району міста Києва;м.Київ;м.Київ. Деснянський район міста;Деснянський район міста;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
